Model,Manufacturing_year,Transmission,Sunroof,ABS,Digital_Conditioning,Steering_Control,Airbags,Chrome_Wheel,Technical_Status,Distance(KM),Price
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Good,156000,5400000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Good,167000,5400000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,81000,4500000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,65000,4500000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,78000,4500000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,100000,4300000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,134000,4300000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,150000,4100000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,155000,4100000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Good,165000,4100000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,81000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,51000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,44000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,75000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,92000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,65000,6200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,120000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,105000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,113000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,125000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,140000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,146000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,148000,6000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,151000,5800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,157000,5800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,165000,5800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,177000,5800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,180000,5800000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,83000,6200000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,60000,6200000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,76000,6200000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,104000,6000000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,152000,5800000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,163000,5800000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,114000,6000000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,122000,6000000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,157000,5800000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,63000,6200000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,183000,5800000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,137000,6000000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,76000,6200000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,150000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,53000,6400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,160000,6000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,130000,6200000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,77000,6400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,71000,6400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,159000,6000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,147000,6200000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,177000,6400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,51000,6300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,67000,6300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,44000,6300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,88000,6300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,151000,5900000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,144000,6100000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,123000,6100000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,164000,6100000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,81000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,77000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,58000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,49000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,91000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,97000,4800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,100000,4600000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,107000,4600000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,160000,4400000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,150000,4400000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Good,154000,4400000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,81000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,77000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,58000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,49000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,91000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,97000,4800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,100000,4600000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,107000,4600000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,160000,4400000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,150000,4400000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Good,154000,4400000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Good,81000,4600000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Good,101000,4400000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Good,161000,4200000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Good,81000,4700000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Good,47000,4700000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Good,121000,4500000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Good,163000,4300000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Good,81000,4600000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Good,101000,4400000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Good,161000,4200000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,39000,6000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,91000,6000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,48000,6000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,108000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,119000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,133000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,148000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,156000,5600000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,167000,5600000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,89000,5500000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,55000,5500000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,77000,5500000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,111000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,129000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,144000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,151000,5100000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,161000,5100000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Bad,175000,5100000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Normal,89000,5300000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Normal,77000,5300000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Normal,119000,5100000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Bad,55000,4800000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Bad,108000,4600000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Bad,133000,4600000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Bad,167000,4400000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Normal,148000,5100000
Kia_Rio,2009,Manual,Yes,Yes,Yes,Yes,Yes,Yes,Normal,167000,4900000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Normal,81000,4000000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Normal,78000,4000000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Normal,134000,3800000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Normal,155000,3600000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,81000,5700000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,44000,5700000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,92000,5700000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,120000,5500000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,113000,5500000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,140000,5500000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,148000,5500000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,157000,5300000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Normal,177000,5300000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Normal,83000,6200000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Normal,76000,5700000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Normal,152000,5300000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Normal,114000,5500000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Normal,157000,5800000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Normal,63000,6200000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Normal,137000,6000000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Normal,150000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Normal,53000,5900000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Normal,130000,5700000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Normal,71000,5900000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Normal,147000,5700000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Normal,51000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Normal,44000,5800000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Normal,151000,5400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Normal,123000,5600000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,81000,4300000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,58000,4300000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,91000,4300000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,100000,4100000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,160000,3900000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Normal,154000,3900000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,81000,4300000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,58000,4300000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,91000,4300000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,100000,4100000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,160000,3900000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Normal,154000,3900000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Normal,81000,4100000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Normal,161000,3700000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Normal,81000,4200000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Normal,121000,4000000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Normal,81000,4100000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Normal,161000,3700000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Bad,65000,3500000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Bad,100000,3300000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Bad,150000,3100000
Kia_Rio,2009,Manual,No,No,No,No,No,No,Bad,165000,3100000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,51000,5200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,75000,5200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,65000,5200000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,105000,5000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,125000,5000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,146000,5000000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,151000,4800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,165000,4800000
Kia_Rio,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Bad,180000,4800000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Bad,60000,5200000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Bad,104000,5000000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Bad,163000,4800000
Kia_Rio,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Bad,122000,5000000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Bad,183000,4800000
Kia_Rio,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Bad,76000,5200000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,160000,5000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,77000,5400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Bad,159000,5000000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Bad,177000,5400000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Bad,67000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Bad,88000,5300000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Bad,144000,5100000
Kia_Rio,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Bad,164000,5100000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Bad,77000,3800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Bad,49000,3800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Bad,97000,3800000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Bad,107000,3600000
Kia_Rio,2009,Manual,Yes,No,No,No,No,No,Bad,150000,3400000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Bad,77000,3800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Bad,49000,3800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Bad,97000,3800000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Bad,107000,3600000
Kia_Rio,2009,Manual,No,Yes,No,No,No,No,Bad,150000,3400000
Kia_Rio,2009,Manual,No,No,No,Yes,No,No,Bad,101000,3400000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Bad,47000,3700000
Kia_Rio,2009,Manual,No,No,No,No,No,Yes,Bad,163000,3300000
Kia_Rio,2009,Manual,No,No,No,No,Yes,No,Bad,101000,3400000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Good,80000,5200000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Good,80000,4700000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Good,80000,6300000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,80000,6400000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Good,70000,5200000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Good,90000,4700000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Good,75000,6300000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,65000,6400000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Good,130000,5000000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Good,115000,4500000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Good,140000,6100000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,120000,6200000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Good,155000,4800000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Good,160000,4300000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Good,170000,5900000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,180000,6000000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Normal,80000,4700000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Normal,80000,4200000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Normal,80000,5800000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Normal,80000,5900000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Normal,70000,4700000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Normal,75000,5800000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Normal,130000,4500000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Normal,140000,5600000
Kia_Rio,2008,Auto,No,No,No,No,No,No,Normal,155000,4300000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,Yes,Normal,170000,5400000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Good,80000,6000000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Good,80000,6000000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Good,80000,6000000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Good,80000,6100000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Good,77000,6000000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Good,88000,6000000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Good,62000,6000000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Good,95000,6100000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Good,122000,5800000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Good,133000,5800000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Good,110000,5800000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Good,148000,5900000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Good,150000,5600000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Good,157000,5600000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Good,163000,5600000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Good,170000,5700000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Normal,80000,5500000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Normal,80000,5500000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Normal,80000,5500000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Normal,80000,5600000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Normal,77000,5500000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Normal,95000,5600000
Kia_Rio,2008,Auto,No,Yes,Yes,No,No,Yes,Normal,122000,5300000
Kia_Rio,2008,Auto,Yes,Yes,No,No,No,Yes,Normal,110000,5300000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Normal,157000,5100000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Normal,170000,5200000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Good,80000,5000000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Good,80000,5000000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Good,80000,5000000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Good,80000,4900000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Normal,80000,4500000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Normal,80000,4500000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Normal,80000,4500000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Normal,80000,4400000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Good,90000,5000000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Good,70000,5000000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Good,84000,5000000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Good,69000,4900000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Good,190000,4600000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Good,130000,4800000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Good,140000,4800000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Good,169000,4500000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Good,180000,4600000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Good,110000,4800000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Good,148000,4800000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Good,151000,4500000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Normal,90000,4500000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Normal,70000,4500000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Normal,84000,4500000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Normal,69000,4400000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Normal,190000,4100000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Normal,130000,4300000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Normal,140000,4300000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Normal,169000,4000000
Kia_Rio,2008,Manual,Yes,No,No,No,No,No,Normal,180000,4100000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Normal,110000,4300000
Kia_Rio,2008,Manual,No,No,Yes,No,No,No,Normal,148000,4300000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Normal,151000,4000000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,65000,5900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,72000,5900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,87000,5900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,93000,5900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,99000,5900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,102000,5700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,112000,5700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,128000,5700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,136000,5700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,147000,5700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,152000,5500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,163000,5500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,170000,5500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,186000,5500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,177000,5500000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,Yes,Good,84000,5600000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,Yes,Good,84000,5600000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,Yes,Good,84000,5600000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,Yes,Good,84000,5800000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,No,Good,84000,5700000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Good,84000,5300000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Good,84000,5300000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Good,84000,5500000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Good,84000,5400000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Good,84000,5300000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Good,84000,5500000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Good,84000,5400000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Good,84000,5500000
